Type,Eccentricity,Solidity,Extent,Equivalent_diameter,Convex_hull,CircleRatio,Mean,Variance,Median,Mode,Vertical_symmetry,Horizontal_symmetry,Minimal_distance,Maximal_distance,Length_ratio,Peaks_number,Valleys_number,Average_peak_width,Average_peak_height,Minimal_peak,Average_valley_width,Average_valley_height,Maximal_valley
"Aesculus hippocastanum",1.1075,0.79735,0.54243,0.9029,914.87,1.7297,490.13,12771,467.04,368.8,1.0079,1.0978,0.70962,1.6568,5.3457,26,63.015,44.084,362.82,27,92.682,30.411,-347.81
"Aesculus hippocastanum",1.1181,0.8402,0.54912,0.89441,1459.2,2.0554,805.65,52841,758.74,571.3,0.96858,1.113,0.63166,1.8398,4.7759,19,91.716,69.489,557.02,20,228.04,71.882,-508.9
"Aesculus hippocastanum",1.1267,0.82452,0.52338,0.88753,1873.9,2.3955,1034,87193,992.24,802.63,0.91455,1.0645,0.58546,1.8394,4.5762,14,235.29,148.99,718.62,15,190.37,78.998,-605.37
"Aesculus hippocastanum",1.1132,0.84466,0.53924,0.89827,1579.3,2.1302,883.7,67680,860.17,673.12,0.95788,1.1119,0.61223,1.8433,4.4754,13,129.31,114.15,595.01,14,257.31,87.865,-541.03
"Aesculus hippocastanum",1.112,0.82769,0.54438,0.8993,1094.3,1.8501,603.93,25624,581.65,494.12,0.93839,1.1117,0.66604,1.7594,4.523,15,101.29,81.25,420.69,15,162.36,48.973,-402.25
"Aesculus hippocastanum",1.1056,0.84295,0.55333,0.90449,1734.9,1.9653,968.87,79188,942.55,635.25,0.88273,1.1777,0.63865,1.8389,4.4351,14,163.17,140.02,660.05,14,256.75,86.461,-618.77
"Aesculus hippocastanum",1.1167,0.82336,0.5389,0.89549,1090.6,1.7985,602.2,24366,582.12,494.54,0.93512,1.1298,0.67524,1.7713,4.5807,24,70.436,55.715,417.13,24,105.96,38.364,-406.63
"Aesculus hippocastanum",1.1074,0.84546,0.55138,0.90301,954.35,1.9589,523.95,18534,502.07,431.79,1.0018,0.99981,0.6507,1.7288,4.7956,23,58.945,45.47,358.93,23,112.68,41.626,-340.94
"Aesculus hippocastanum",1.1335,0.86228,0.51674,0.8822,1121.8,2.2396,645.01,39961,608.56,492.27,0.90684,1.1084,0.58107,1.8877,4.3874,17,120.17,85.449,495.11,18,121.49,46.934,-374.8
"Aesculus hippocastanum",1.1078,0.86242,0.54258,0.90267,1204.2,2.1555,677.3,40693,656.2,434.6,1.1075,1.0609,0.60547,1.8418,4.4749,12,95.1,84.614,647.36,13,226.78,86.926,-410.08
"Aesculus hippocastanum",1.1037,0.86105,0.54569,0.90605,1338,2.1937,752.71,49536,732.89,548.7,0.90164,1.1745,0.60006,1.834,4.6194,13,137.63,115.17,640.09,13,198.22,73.717,-451.67
"Aesculus hippocastanum",1.1374,0.88615,0.48657,0.87918,1806.2,2.1682,1017.4,99886,973.08,1564.9,1.106,1.0839,0.60283,1.9202,5.7143,32,120.28,90.753,643.18,33,219.24,78.965,-613.31
"Aesculus hippocastanum",1.1403,0.86936,0.51405,0.87694,1641,2.3335,921.16,77905,907.18,558.39,1.123,1.1417,0.58311,1.8916,5.7838,34,108.2,80.711,569.26,34,160.19,64.992,-537.14
"Aesculus hippocastanum",1.1587,0.86941,0.51273,0.86307,1427,2.1367,797.65,53748,763.42,501.64,1.0111,0.96794,0.61195,1.8503,6.0729,33,107.04,81.302,531.21,33,157.53,58.652,-488.12
"Aesculus hippocastanum",1.1373,0.88581,0.51916,0.87926,1540.5,2.2226,884.91,81538,846.14,534.47,1.1057,1.0745,0.58384,1.9188,5.4359,25,160.86,99.545,560.77,25,165.47,61.139,-516.65
"Aesculus hippocastanum",1.1202,0.88204,0.42799,0.89273,1921.3,2.5029,1090.3,124020,1067.1,622.35,1.1511,1.1379,0.55689,1.9601,5.4961,25,142.01,110.4,656.51,26,240.58,87.612,-607.21
"Aesculus hippocastanum",1.1298,0.88216,0.53212,0.88511,1648.1,2.3536,921.59,83008,887.33,562.07,1.0801,1.1217,0.58283,1.9006,5.7823,33,124.22,84.419,579.88,32,167.35,63.434,-537.13
"Aesculus hippocastanum",1.1301,0.86502,0.45515,0.88485,2035.7,2.0738,1126.8,108990,1070.6,1664.4,0.98057,0.95858,0.62725,1.8932,5.8284,34,126.18,64.629,746.85,35,304.22,103.4,-706.81
"Aesculus hippocastanum",1.0723,0.87923,0.55777,0.9326,1178.4,2.1394,654.58,36170,636.09,544.57,0.96178,1.1358,0.61541,1.808,4.9176,27,80.932,55.831,419.82,27,102.25,40.083,-402.84
"Aesculus hippocastanum",1.0879,0.8527,0.54367,0.91924,1123,1.9261,625.4,27932,606.12,427.38,0.93786,1.0948,0.64692,1.7844,5.0153,26,68.119,52.43,419.76,26,119.93,41.749,-404.58
"Aesculus hippocastanum",1.0758,0.87508,0.57077,0.92957,982.75,2.274,545.78,24075,538.85,349.43,0.96054,1.0181,0.59703,1.7492,4.9535,27,59.962,43.719,354.97,27,92.119,40.553,-325.85
"Aesculus hippocastanum",1.1007,0.85494,0.54044,0.90848,1060.2,2.1289,587.47,27111,573.94,375.04,0.91532,1.0858,0.61841,1.8269,4.9186,27,61.673,46.769,376.02,27,96.288,38.772,-363.3
"Aesculus hippocastanum",1.0864,0.84824,0.55439,0.92048,1226.6,2.0247,671.63,31772,655.54,523.58,0.94302,1.1053,0.64174,1.786,5.1586,31,63.604,47.228,448.3,31,95.644,37.035,-431.01
"Aesculus hippocastanum",1.1083,0.86065,0.5368,0.90226,1044.2,2.098,586.56,26951,570.93,383,0.93516,1.0499,0.61452,1.807,5.1729,30,61.688,43.085,384.53,31,90.143,36.05,-360.45
"Aesculus hippocastanum",1.0975,0.83481,0.54531,0.91112,1617.9,2.1049,881.98,58423,841.48,570.36,0.92841,1.1131,0.6322,1.8007,4.7376,19,134.77,99.345,608.91,19,167.55,62.002,-557.59
"Aesculus hippocastanum",1.1187,0.85796,0.53326,0.89388,1577.9,2.1032,897.59,82864,860.27,680.88,0.9478,1.1746,0.60609,1.8973,4.2649,10,175.47,151.13,593.21,9,367.11,126.55,-544.02
"Aesculus hippocastanum",1.1206,0.83974,0.53282,0.89235,1480.9,1.97,829.02,63065,791.31,582.62,0.87536,1.0005,0.63637,1.868,4.3626,10,307.76,169.88,554.42,9,224.14,77.987,-527.56
"Aesculus hippocastanum",1.0865,0.85673,0.56216,0.92039,1471.8,2.0183,811.78,55824,780.56,542.94,0.90848,1.1264,0.63808,1.8307,4.5394,13,199.66,127.45,559.49,13,219.66,68.737,-517.98
"Aesculus hippocastanum",1.0844,0.84052,0.55281,0.92213,1576.8,2.1713,860.83,60701,838.06,685.28,1.0591,1.0948,0.62153,1.8352,4.6159,20,87.705,71.308,580.9,21,186.15,67.326,-535.03
"Aesculus hippocastanum",1.1047,0.85904,0.54369,0.90519,1468.8,2.0653,818.95,59824,778.63,578.82,1.1219,1.1112,0.62399,1.8406,4.4859,11,142.7,120.63,725.83,11,321.97,106.05,-511.02
"Aesculus hippocastanum",1.1081,0.86374,0.54207,0.90241,1522.5,2.1353,854.32,69351,816.6,565.44,0.87229,1.1638,0.6098,1.868,4.5706,19,111.85,88.839,550.41,19,184.31,64.614,-520.96
"Aesculus hippocastanum",1.0858,0.86403,0.54857,0.92095,1491.7,2.1179,834.06,63550,810.83,552.92,0.90734,1.1204,0.61448,1.8447,4.5275,16,184.62,111.95,566.08,16,173.09,61.552,-512.52
"Aesculus hippocastanum",1.0837,0.86485,0.55293,0.92276,1101.9,2.0933,608.03,28086,589.16,413.91,0.96737,1.016,0.62629,1.7818,5.0628,33,53.085,40.327,404.5,33,94.915,36.444,-380.8
"Aesculus hippocastanum",1.0918,0.87705,0.54218,0.9159,1138.6,2.2583,646.99,39906,635.57,491.74,1.1349,1.0567,0.58552,1.8794,4.6079,20,66.621,56.167,408.93,20,149.6,60.66,-378.83
"Aesculus hippocastanum",1.0971,0.83012,0.55293,0.91145,1218,1.7586,670.74,29748,641.64,496.22,0.97973,1.0676,0.68467,1.7317,4.7059,30,75.841,52.252,479,29,89.242,32.816,-459.24
"Aesculus hippocastanum",1.0834,0.86802,0.55383,0.92303,1267.7,2.1764,709.21,43592,685.99,451.29,1.1518,1.0787,0.6058,1.8125,4.5502,24,72.062,57.922,479.08,25,121.54,50.058,-429.64
"Aesculus hippocastanum",1.1545,0.87081,0.51964,0.86619,1261.6,2.1563,733.85,59702,700.52,435.85,0.85048,1.1908,0.58539,1.9322,4.4247,14,156.25,112.65,548.72,14,165.22,64.071,-429.58
"Aesculus hippocastanum",1.0822,0.86914,0.57085,0.92402,974.47,2.0737,537.78,23531,521.48,365.49,1.1823,1.0296,0.62917,1.8219,5.0041,29,45.078,34.533,350.57,30,98.119,35.923,-338.35
"Aesculus hippocastanum",1.1173,0.87399,0.53731,0.89504,1282.2,2.292,735.69,57790,704,442.79,0.86716,1.2171,0.57561,1.9163,4.3623,15,124.09,99.113,451.06,15,172.85,63.166,-423.47
"Aesculus hippocastanum",1.0928,0.86133,0.55258,0.91508,1305.5,2.016,732.38,44483,701.24,555.02,1.0993,1.0528,0.62772,1.7973,4.5362,22,69.953,54.209,500.48,23,158.84,59.243,-459.73
"Aesculus hippocastanum",1.0959,0.86815,0.55064,0.91247,1366,2.1535,767.16,52303,736.3,488.03,0.89553,1.1427,0.60669,1.8229,4.5687,19,101.81,81.074,489.25,20,147.08,58.522,-465.43
"Aesculus hippocastanum",1.0883,0.86084,0.56056,0.9189,1095.5,2.0291,605.99,29169,588.57,396.32,1.1191,1.0315,0.63458,1.8038,4.7764,27,52.485,40.005,405.59,28,109.71,42.166,-384.55
"Aesculus hippocastanum",1.1176,0.85933,0.53555,0.89474,1214.4,2.0227,680.13,37981,648.19,453.31,0.95607,1.1518,0.62774,1.8457,4.9341,30,82.499,54.322,452.88,30,94.712,36.152,-426.94
"Aesculus hippocastanum",1.1557,0.86777,0.51502,0.8653,1153.4,2.2192,664.26,46384,634.35,507.54,0.89371,1.1493,0.58278,1.9129,4.467,24,109.18,66.855,407.58,25,86.066,38.473,-387.12
"Aesculus hippocastanum",1.0678,0.87944,0.57959,0.93647,701.25,2.2974,384.57,10559,373.53,310.7,1.063,0.90718,0.60151,1.6346,5.4309,28,37.537,27.515,243.54,28,79.414,31.681,-231.32
"Aesculus hippocastanum",1.0829,0.87429,0.55331,0.92345,1045.7,2.0776,585.52,28589,561.95,460.21,0.97258,1.026,0.61949,1.775,4.8985,25,62.361,47.753,384.87,26,105.88,41.846,-362.73
"Aesculus hippocastanum",1.1061,0.8682,0.53464,0.90412,1054.2,2.1271,593.4,30760,578.96,406.89,1.1409,1.0341,0.60903,1.8643,4.8993,20,64.07,50.256,381.33,21,140.2,50.607,-361.4
"Aesculus hippocastanum",1.09,0.87594,0.56656,0.91742,1082.2,2.1066,597.51,28278,576.06,1038.3,0.94713,1.0157,0.62396,1.7377,4.9831,22,80.761,41.218,406.51,23,177.6,68.36,-372.82
"Aesculus hippocastanum",1.0875,0.92354,0.5897,0.91952,787.27,2.8231,448.32,22543,437.12,488.75,0.90883,1.0182,0.52256,1.7659,4.8327,17,68.208,36.124,242.47,18,142.63,65.085,-234.28
"Aesculus hippocastanum",1.0851,0.90167,0.55799,0.92161,1132.2,2.259,641.05,40807,616.47,1115.3,0.9273,0.97758,0.58757,1.7974,4.7273,17,88.271,48.002,404.62,18,225.25,88.423,-376.66
"Aesculus hippocastanum",1.097,0.83953,0.55282,0.91154,874.17,1.968,485.51,17573,464.85,799.3,0.95925,0.96411,0.64173,1.6926,4.2834,6,94.973,74.09,473.72,7,377.94,136.39,-311.57
"Aesculus hippocastanum",1.0747,0.87812,0.58141,0.93046,713.34,2.1576,395.36,13049,386.77,681.65,0.95411,0.97411,0.61417,1.7241,4.1898,9,94.56,43.92,386.91,9,214.22,88.499,-242.82
"Aesculus hippocastanum",1.1178,0.8675,0.52162,0.89463,1004.6,2.4809,599.07,42797,570.6,1009.1,0.89957,0.74981,0.53234,1.7994,3.9037,3,456.56,183.17,597.48,4,623.81,289.48,-318.91
"Aesculus hippocastanum",1.0895,0.89153,0.55433,0.91781,1231.4,2.3993,715.68,58221,699.19,538.88,0.99326,0.84475,0.5554,1.8422,3.866,4,358.48,152.88,751.66,5,647.8,303.83,-397.49
"Aesculus hippocastanum",1.0663,0.92216,0.56452,0.93782,1256.2,2.4961,752.33,78827,711.4,493.32,0.9878,0.7932,0.52844,1.896,3.6645,1,1008.2,665.44,1068.9,2,1616.6,841.24,-397.56
"Aesculus hippocastanum",1.1008,0.90759,0.53433,0.90844,1576.1,2.7933,939.89,117580,902.06,706.04,1.0015,0.79085,0.50167,1.9163,3.6855,1,1465.2,733.45,1252.2,2,2050.4,1024.9,-471.52
"Aesculus hippocastanum",1.0729,0.91472,0.54591,0.93202,1484,2.4647,890,109960,844.1,597.41,1.283,1.1622,0.53104,1.918,3.6162,2,1175.4,916.55,1197.2,2,1009.6,424.12,-472.63
"Aesculus hippocastanum",1.088,0.92163,0.54857,0.9191,1209.3,2.6539,735.26,78644,699.45,466.34,1.2887,1.1345,0.50481,1.9148,3.6593,2,974.82,786.47,1021.6,2,820.66,363.27,-371.17
"Aesculus hippocastanum",1.0953,0.90729,0.5465,0.91298,1244.7,2.6391,715.11,60714,690.72,549.11,1.1567,1.1086,0.53571,1.8941,4.3661,14,167.71,117.03,401.81,14,178.23,70.861,-383.09
"Aesculus hippocastanum",1.1001,0.87013,0.53705,0.90904,1200.3,1.9914,663.68,36212,618.52,495.3,0.99173,0.96977,0.6408,1.7689,4.713,19,92.82,47.274,453.24,20,228.8,82.181,-425.29
"Alnus incana",1.0709,0.71377,0.62034,0.93382,1021.1,1.5009,520.54,6061.9,497,476.13,1.0546,1.0492,0.80056,1.4753,5.171,15,120.77,54.631,440.94,16,134.42,36.692,-416.73
"Alnus incana",1.0786,0.739,0.64061,0.92713,769.26,1.7537,391.66,3728.9,380.25,331.54,1.0659,1.036,0.74158,1.4216,5.7187,17,81.692,41.962,301.82,17,94.452,32.116,-290.45
"Alnus incana",1.0601,0.81783,0.63281,0.94334,938.04,1.9615,488.34,10997,467.66,407.78,1.0771,1.0573,0.68576,1.5606,4.9206,15,97.099,56.525,369.42,15,112.3,37.593,-334.88
"Alnus incana",1.0554,0.53301,0.68413,0.94751,895.87,1.3582,448.34,1060.3,442.14,427.8,0.98659,0.99629,0.85731,1.2132,6.0375,18,91.755,34.006,428,19,124.65,28.89,-384.36
"Alnus incana",1.0666,0.83182,0.61756,0.9376,902.65,1.8611,467.63,11013,436.53,364.95,1.0907,0.99782,0.70746,1.5825,4.8566,11,119.14,80.898,349.2,12,141.45,45.911,-330.83
"Alnus incana",1.0982,0.83286,0.61163,0.91062,913.73,2.1008,478.08,11532,459.67,383.49,1.1255,1.0274,0.65932,1.5851,5.3746,26,67.469,42.49,370.24,27,78.785,29.581,-315.21
"Alnus incana",1.0731,0.695,0.61538,0.93187,993.87,1.4891,506.58,4985.8,485.77,449.42,1.0521,1.0525,0.80386,1.429,5.3819,19,87.021,42.925,445.36,20,102.61,32.751,-407.22
"Alnus incana",1.047,0.80326,0.65043,0.95509,754.13,1.8449,383.55,5155.6,367.43,312.36,1.0461,1.024,0.72377,1.4183,5.25,18,70.071,37.613,298.99,19,78.537,25.414,-277.6
"Alnus incana",1.0606,0.73014,0.65587,0.94285,844.91,1.6234,427.58,3536.7,422.38,356.44,1.0162,1.0249,0.77545,1.3317,5.9886,27,62.534,29.93,351.09,27,70.432,26.067,-331.57
"Alnus incana",1.0593,0.71942,0.66337,0.94401,719.18,1.6405,363.76,2527,353.09,328.73,1.055,1.0065,0.77179,1.3279,5.5978,23,56.001,27.585,290.65,23,75.517,22.82,-280.75
"Alnus incana",1.0523,0.70406,0.6555,0.95028,653.98,1.5173,332.3,1994.1,322.65,292.52,1.0219,1.0008,0.79886,1.3295,5.3554,16,63.901,31.856,298.55,17,83.991,22.81,-265.46
"Alnus incana",1.0688,0.69684,0.64842,0.93559,865.6,1.4704,438.9,3599.3,420.2,387.53,1.0407,1.0059,0.81321,1.3998,5.7524,33,55.178,25.111,366.85,34,64.194,19.322,-356.92
"Alnus incana",1.0562,0.76118,0.63599,0.94675,725.69,1.5726,369.93,3619.7,351.91,325.18,1.0464,1.013,0.78216,1.3896,5.3048,14,84.182,43.745,300.55,15,102.35,30.625,-289.35
"Alnus incana",1.0552,0.71437,0.68523,0.94765,825.56,1.5978,416.76,3009,409.69,360.15,1.0579,1.0054,0.78356,1.2952,5.8985,24,60.422,28.46,338,25,72.45,23.15,-326.56
"Alnus incana",1.0699,0.74227,0.63809,0.93464,902.95,1.5694,461.15,5200.3,441.01,389.38,1.0425,1.0134,0.78148,1.3949,5.8203,18,93.541,51.044,384.16,18,120.06,38.572,-360.38
"Alnus incana",1.0514,0.71105,0.65117,0.95112,699.96,1.4251,356.72,2422.1,347.99,312.07,1.0494,1.0301,0.82185,1.373,5.3678,23,49.148,24.616,298.99,24,62.658,16.974,-293.17
"Alnus incana",1.0733,0.76769,0.61789,0.9317,812.13,1.6307,416.66,5211.3,396.9,338.51,1.0193,1.0207,0.76318,1.4418,5.648,16,93.507,52.953,327.28,16,119.41,40.201,-317.99
"Alnus incana",1.0936,0.81577,0.62679,0.9144,1008.8,2.0107,519.2,12187,493.97,373.07,1.1212,1.0865,0.6851,1.579,5.5965,26,75.909,46.088,370.65,27,83.395,34.04,-355.7
"Alnus incana",1.0987,0.80342,0.59689,0.91018,939.07,1.8262,488.92,11006,455.34,388.08,1.1024,1.0702,0.71064,1.6245,5.2075,28,67.588,38.861,371.41,29,74.401,26.917,-347.45
"Alnus incana",1.0658,0.79927,0.62255,0.93826,783.25,1.7219,404.73,5780.3,390.39,337.65,1.0464,1.046,0.7374,1.4313,5.7708,26,57.906,32.969,310.38,27,71.437,24.257,-298.45
"Alnus incana",1.0738,0.65432,0.6219,0.93127,764.59,1.4253,389,2214.9,381.55,348.81,1.0183,0.9831,0.82317,1.3646,5.3614,13,80.298,47.732,365.36,14,139.64,33.364,-320.21
"Alnus incana",1.0862,0.82107,0.62257,0.92061,804.33,1.8909,419.42,8217,399.89,313.71,1.124,1.0212,0.6973,1.5752,5.0221,19,71.1,42.715,305.21,19,92.031,31.121,-292.46
"Alnus incana",1.1665,0.75222,0.50611,0.85729,1136.1,1.6627,614.25,17886,572.55,486.95,0.99135,1.116,0.7172,1.6148,5.066,12,116.67,67.368,486.93,13,324.7,87.995,-440.54
"Alnus incana",1.0938,0.75448,0.61897,0.91424,823.59,1.653,421.16,4947.2,405.58,348.43,1.0844,1.0136,0.76051,1.4761,5.4756,17,81.251,48.691,335.25,17,130.34,36.145,-320.29
"Alnus incana",1.0741,0.77408,0.63734,0.93101,874.82,1.6681,444.97,5616.7,430.03,376.49,1.0619,1.018,0.76111,1.4209,5.5451,17,95.445,52.184,348.6,17,114.33,39.663,-338.67
"Alnus incana",1.0652,0.72624,0.63619,0.93883,840.11,1.5866,426.23,3786,406.61,341.97,1.0742,1.0252,0.78239,1.3921,6.0367,30,52.996,27.99,356.06,31,70.522,22.514,-333.48
"Alnus incana",1.0669,0.75268,0.62351,0.93732,892.77,1.5629,457.33,5691.5,437.74,393.94,1.0733,1.014,0.78075,1.4555,5.2987,18,92.888,44.238,365.59,19,105.02,29.551,-357.06
"Alnus incana",1.0634,0.77382,0.61817,0.94035,890.65,1.757,458.63,7482.4,432.06,375.7,1.0682,1.0783,0.73253,1.5428,4.9281,12,116.78,59.896,367.37,13,113.47,37.545,-335.96
"Alnus incana",1.0655,0.67558,0.64427,0.9385,858.69,1.5102,436.13,3480,425.86,401.62,1.0312,1.0495,0.80106,1.4366,5.4682,30,54.451,24.681,363.69,30,58.973,18.77,-349.37
"Alnus incana",1.0488,0.78389,0.65732,0.95349,712.97,1.7743,364.22,4356.9,345.13,296.32,1.0546,1.0531,0.73478,1.4795,4.9271,15,72.488,36.052,297.48,16,85.683,24.419,-267.62
"Alnus incana",1.0705,0.76672,0.62721,0.93417,760.38,1.6524,389.3,4549.3,371.85,333.35,1.0646,1.0486,0.75972,1.477,5.2035,21,58.865,35.094,306.59,22,80.618,24.232,-295.76
"Alnus incana",1.0767,0.73057,0.63974,0.92876,977.86,1.6329,497.62,5934.2,479.58,444.99,1.0371,1.0399,0.7689,1.4582,5.4961,22,87.72,40.65,398.98,22,99.099,30.571,-382.62
"Alnus incana",1.0615,0.72049,0.67457,0.94208,831.8,1.6454,420.92,3235.4,408.45,371.33,1.0399,1.0055,0.77027,1.3298,6.2297,40,45.526,20.847,348.62,41,48.309,16.895,-324.23
"Alnus incana",1.0714,0.72935,0.64832,0.93335,1015.7,1.5528,516.77,5844.1,498.99,459.65,1.0452,1.0335,0.78865,1.4251,5.6488,29,62.896,33.373,427.71,29,81.461,25.876,-407.55
"Alnus incana",1.041,0.61727,0.69294,0.96061,1028.7,1.422,517.1,2388.3,514.39,437.44,1.0012,1.0222,0.83416,1.2635,5.8236,23,82.363,26.449,439.96,23,76.526,21.623,-431.34
"Alnus incana",1.0818,0.75845,0.61448,0.92441,895.7,1.7191,458.67,5651.6,446.92,396.92,1.0479,1.0172,0.74468,1.4145,5.6661,19,84.506,50.023,363.87,20,101.74,37.859,-341.57
"Alnus incana",1.0681,0.78803,0.60558,0.9362,1104.3,1.6789,570.35,11806,545.44,480.17,1.0523,1.034,0.74715,1.4911,5.1467,14,117.46,73.849,436.29,15,152.7,47.851,-426.14
"Alnus incana",1.122,0.62818,0.59766,0.89126,740.03,1.3961,386.15,3209,372.91,344.74,0.93278,1.0403,0.81096,1.52,5.05,17,73.411,38.458,340.63,17,91.373,24.998,-313.15
"Alnus incana",1.062,0.73427,0.64811,0.94161,779.52,1.636,396.34,3455.3,385.13,323.86,1.0426,1.03,0.76885,1.3807,5.4804,25,51.473,27.984,330.74,26,64.847,21.934,-304.73
"Alnus incana",1.0454,0.70597,0.64975,0.95659,826.94,1.5383,419.12,3250.9,407,353.89,1.0162,1.0157,0.79541,1.3787,5.4065,21,62.89,28.422,367.11,21,78.962,20.737,-333.37
"Alnus incana",1.0496,0.75536,0.67113,0.95273,1030.6,1.6357,529.57,7284.9,512.76,442.3,1.0638,1.0366,0.76081,1.4262,5.1877,15,107.53,50.9,429.92,16,102.88,30.621,-402.91
"Alnus incana",1.0827,0.68264,0.59226,0.92359,910.28,1.4178,465.57,4062.2,443.94,407.41,1.0175,1.025,0.82103,1.4233,5.4464,16,96.16,48.687,393.17,17,127.82,35.87,-382.25
"Alnus incana",1.0787,0.76494,0.62826,0.927,806.72,1.7682,414.03,5531.9,393.75,355.21,1.0695,1.058,0.73265,1.5117,5.0008,16,78.263,45.685,315.27,17,96.665,30.126,-303.34
"Alnus incana",1.048,0.63077,0.68223,0.95417,944.04,1.4575,476.65,2186.4,475.57,424.18,1.0222,1.0222,0.82026,1.2529,6.025,35,55.428,20.862,415.1,36,52.083,17.101,-390.97
"Alnus incana",1.079,0.82598,0.63359,0.92675,839.62,1.9689,436.65,8430.3,423.56,353.33,1.1403,1.0252,0.68517,1.5237,5.5779,24,69.192,41.029,315.68,25,83.251,29.075,-299.18
"Alnus incana",1.0762,0.77146,0.62845,0.92918,837.32,1.8861,427.59,5286.1,415.19,361.79,1.0625,1.0589,0.71295,1.4515,6.1791,36,46.529,28.292,345.4,36,57.943,22.616,-304.85
"Alnus incana",1.0791,0.75896,0.63688,0.92666,854.72,1.6504,436.02,4996,421.34,375.46,1.0695,1.0282,0.76294,1.4372,5.5054,16,95.318,50.61,353.84,17,108.12,35.375,-332.66
"Alnus incana",1.0855,0.77957,0.61205,0.92126,1031.9,1.7792,528.43,8856.7,501.73,452.97,1.0735,1.034,0.73202,1.4528,6.0141,27,81.486,43.694,403.12,28,95.185,33.26,-386.82
"Alnus incana",1.0717,0.74102,0.63907,0.93308,843.59,1.569,429.33,4147,415.67,370.58,1.0317,1.0342,0.78431,1.3733,5.5969,21,65.81,37.325,353.16,21,91.967,29.914,-336.73
"Alnus incana",1.0514,0.64766,0.6702,0.95113,980.33,1.4768,496.17,2946.5,484.88,429.47,1.0108,1.0256,0.81292,1.2672,6.1202,31,58.767,24.43,410.87,31,65.999,21.617,-403.34
"Alnus incana",1.0671,0.735,0.66221,0.93716,803.5,1.58,405.91,3380.7,398.71,349.25,1.0278,1.0157,0.78741,1.3692,5.6947,28,52.188,26.732,331.94,29,61.538,20.219,-319.61
"Alnus incana",1.0576,0.7557,0.64489,0.94553,903.06,1.6148,461.09,6006.2,436.63,390.39,1.0598,1.0381,0.77062,1.4775,5.032,21,75.433,38.131,367.51,22,80.732,26.185,-355.32
"Alnus incana",1.0668,0.79237,0.61993,0.9374,686.64,1.7165,354.55,4570.8,336.05,302.79,1.09,1.0393,0.73909,1.4884,5.0823,17,61.388,39.018,274.45,18,77.293,26.626,-262.05
"Alnus incana",1.0472,0.68308,0.70271,0.95497,943.66,1.5836,475.27,2986.3,477.56,420.03,1.0243,1.0081,0.78889,1.2293,5.8486,25,80.185,28.065,386.96,26,62.938,24.53,-374.94
"Alnus incana",1.0696,0.76367,0.62971,0.93491,858.02,1.6766,437.78,5186.1,420.27,374.83,1.0767,1.0379,0.75681,1.4214,5.8478,24,68.819,39.502,357.87,25,89.462,29.766,-331.32
"Alnus incana",1.0522,0.71856,0.68828,0.95038,740.14,1.6046,372.71,2536.2,361.83,333.82,1.0342,1.0324,0.78384,1.3311,5.801,34,39.806,18.911,301.17,35,48.188,14.924,-292.14
"Alnus incana",1.0506,0.70615,0.636,0.95183,802.13,1.4986,405.05,3260.6,384.43,374.5,1.0353,1.0403,0.80882,1.4334,5.6079,36,46.755,19.704,338.58,37,49.231,14.87,-327.62
"Alnus incana",1.1792,0.72393,0.54062,0.84807,998.5,1.5315,545.87,15963,513.95,421.16,1.1279,1.0155,0.73904,1.741,4.8192,13,150.14,87.599,424.41,14,133.5,49.887,-403.42
"Alnus incana",1.0466,0.71092,0.6775,0.95546,721.61,1.7183,362.44,2496.7,352.1,276.38,0.96676,1.0278,0.75943,1.3666,5.4912,19,48.939,21.302,298.51,19,106.93,26.486,-275.25
"Alnus incana",1.0809,0.77717,0.62989,0.92518,639.34,1.7647,327.94,3657.2,319.35,265.17,0.98077,1.0906,0.73378,1.5083,5.4304,31,27.839,16.918,251.51,32,67.137,20.312,-240.64
"Alnus incana",1.0865,0.75663,0.61151,0.92036,997.19,1.6091,515.24,7908.9,494.3,623.22,1.0307,1.008,0.76287,1.4826,5.3425,21,78.024,46.962,414.15,21,107.03,33.058,-393.06
"Alnus incana",1.0819,0.72333,0.64366,0.92426,685.01,1.6983,346.77,2797.8,333.68,281.16,1.0673,1.0229,0.75791,1.4605,5.5798,27,47.437,23.637,279.64,28,55.554,18.053,-262.82
"Betula pubescens",1.0402,0.72443,0.64671,0.96135,394.89,1.5475,200.6,978.31,189.71,164.82,1.0648,1.0884,0.79123,1.4397,5.689,41,17.584,9.407,165.16,42,20.693,7.262,-158.72
"Betula pubescens",1.062,0.55529,0.65715,0.94158,377.3,1.3767,191.04,445.52,190.44,176.06,1.0402,1.0491,0.84163,1.3825,5.918,43,23.449,10.009,171.14,44,18.804,8.1278,-160.78
"Betula pubescens",1.0542,0.46302,0.64518,0.94859,404.99,1.3258,204.59,422.89,200.29,186.69,1.0309,1.0485,0.85961,1.3701,5.9435,48,17.628,9.0953,184.24,49,21.075,7.8084,-175.87
"Betula pubescens",1.0669,0.53943,0.64202,0.93731,374.37,1.4919,188.38,449.46,185.63,168.57,1.0267,0.97293,0.81352,1.4143,5.8549,44,26.335,9.5895,169.22,45,20.477,8.233,-153.25
"Betula pubescens",1.0705,0.63166,0.61882,0.93414,519.65,1.4593,266.6,1701.4,257.58,230.78,1.0744,1.1101,0.80675,1.5241,5.4611,21,43.425,21.191,221.86,22,52.862,14.498,-215.08
