Type,Eccentricity,Circularity,Solidity,Extent,Equivalent_diameter,Convex_hull,CircleRatio,Mean,Variance,Median,Mode,Vertical_symmetry,Horizontal_symmetry,Minimal_distance,Maximal_distance,Length_ratio,Peaks_number,Valleys_number,Average_peak_width,Average_peak_height,Minimal_peak,Average_valley_width,Average_valley_height,Maximal_valley
fagus_sylvatica,0.7447331359403613,0.7635018241509463,0.98478416207809671,0.66782266646397082,423.06545091935925,142746,1.4638339799156685,214.12658730059343,214.12658730059343,204.31701489878319,174.83631845415505,0.99037020872458426,0.4784877024645573,0.81650915310539074,1.3899784183671449,4.209906189425686,9,10,64.888888888888886,13.310236876177978,0.9225793211176665,75.700000000000003,2.5574705251476528,4.826811053350184
fagus_sylvatica,0.7167088964763739,0.7519326271415968,0.98055609692717471,0.68608974708631065,438.3822044331764,153930,1.4846593417632492,221.62049149992831,221.62049149992831,216.32520086564216,237.21813616281196,1.0112848255788636,1.0130032035291947,0.81170757554669093,1.4025580661250461,4.2401834480928624,9,10,56.111111111111114,15.02072649757214,0.96384097818454961,69.900000000000006,3.5229767773333123,8.6326696366394913
fagus_sylvatica,0.783977499087555,0.7234725291338843,0.91439808271369749,0.5823874755381605,435.2677845379695,162730,1.5926755434336901,221.71449757136071,221.71449757136071,211.53569259652329,265.13176210026592,0.99707167937434615,0.99101010159356795,0.77780150965346317,1.4404401403782343,4.1457076979387546,10,11,53.899999999999999,11.801788904247809,0.79625601563932946,67.272727272727266,1.8955917508035818,5.0134324096772787
fagus_sylvatica,0.7837502198748626,0.6785782980081361,0.971742905784021,0.63272115550653674,380.2955868891692,116891,1.5739878183049447,194.57660128552504,194.57660128552504,183.4144878701525,151.5620973847472,1.0075862929976933,0.5062245077405586,0.77893280272864041,1.413932666882123,4.3799354025825492,11,12,50.454545454545453,8.6789257344426805,2.5285373822094641,54.5,4.4649000864715687,8.212552335800865
fagus_sylvatica,0.7620481581988048,0.7015769111151646,0.97440271771782905,0.63706548727498447,408.9779120108675,134819,1.4869708210707526,208.8461543940341,208.8461543940341,196.70822639126777,167.6944287682762,0.99463093783270118,0.48817423912885838,0.80295674706024922,1.4024785851552475,4.3461597182030607,12,13,48.666666666666664,9.4081692985678931,0.83719732781059975,50.384615384615387,4.2840203282297775,7.1154670126136921
fagus_sylvatica,0.7356281062913398,0.7159005030223999,0.97522744459976629,0.65986820002584312,403.177313594464,130911,1.4012579815518467,204.72938405052682,204.72938405052682,193.67554572699905,170.29701728181692,1.0048210887904887,0.0,0.83181521827754801,1.3966774533249318,4.3750297195242034,14,15,40.857142857142854,7.5105880292206137,0.65625885373435722,43.799999999999997,4.1780507518082723,8.2987615789249958
fagus_sylvatica,0.6739579678051912,0.7394734496352809,0.9758280611641228,0.64747417372069294,422.51132956305236,143679,1.3649330459242186,213.48083753457016,213.48083753457016,205.9354513504114,180.82259147437924,1.0010048659201036,1.0274200068924255,0.84702024576373336,1.3309916733170637,4.4696085018686649,17,18,39.176470588235297,5.7041673088837079,0.77625836303658957,38.833333333333336,4.0107472625038021,10.500920777221211
fagus_sylvatica,0.7234680587175774,0.7282408115819028,0.97313257415595866,0.6524066226565578,415.80121608828694,139537,1.4638186214347091,210.34449739153229,210.34449739153229,199.40589655190925,171.83519723085504,1.00541534851577,0.0,0.81692271184543241,1.3596185771842209,4.4722111409425258,15,16,43.0,6.2345234519882906,0.64401133056151139,38.9375,4.4511560350639456,9.48349963260506
fagus_sylvatica,0.6897493017894241,0.7504936765233694,0.97645372954219778,0.66983299186689016,406.0095779384669,132590,1.3669308718431274,204.59119023685119,204.59119023685119,196.80049145021411,173.6332951431165,1.0018653049667046,1.0257804466549119,0.84868412438533958,1.3123490323812625,4.5512943256773832,13,14,43.230769230769234,7.6253387558884551,0.84973162045653794,45.142857142857146,4.2925595368531742,8.8235573591141474
fagus_sylvatica,0.7811111177949411,0.6950798136692566,0.97317300455180822,0.63641157857728814,371.86899165389684,111604,1.5545467000676263,189.78228189304812,189.78228189304812,177.7550442982421,149.12761900586963,1.000854591371596,0.4985767233216698,0.78578262163540935,1.3989588887346092,4.3729207175120042,7,8,75.142857142857139,14.440967979965475,4.0505831815645479,78.625,6.5340053047121245,12.249385575189791
