Type,Eccentricity,Circularity,Solidity,Extent,Equivalent_diameter,Convex_hull,CircleRatio,Mean,Variance,Median,Mode,Vertical_symmetry,Horizontal_symmetry,Minimal_distance,Maximal_distance,Length_ratio,Peaks_number,Valleys_number,Average_peak_width,Average_peak_height,Minimal_peak,Average_valley_width,Average_valley_height,Maximal_valley
crataegus_monogyna,0.4088648062656253,0.45668625849236194,0.90708582834331342,0.65042221268069267,356.7873546569116,110220,3.7526899745766693,173.51998013316137,173.51998013316137,176.3416861947957,92.089075799565023,0.97441679668052139,0.49925559888679916,0.53071165481286209,1.2298857935924192,6.5086058386306895,17,17,59.117647058823529,11.65620489971046,0.39999649353759992,51.235294117647058,17.845188990331781,110.26858671662063
crataegus_monogyna,0.324417998978703,0.35248546980085244,0.84574463930008204,0.57488145870833796,371.28304436021125,128015,6.9083915495988286,179.42880437299291,179.42880437299291,187.84842745550012,70.629584054989252,0.98401525648889576,0.82771555606451441,0.39363570582661811,1.2977781713151533,6.9999506166662373,14,14,91.428571428571431,15.109149212915133,1.9587679400732441,57.714285714285715,31.710518626084713,132.98097179935084
crataegus_monogyna,0.40379615790134404,0.3892433632829896,0.88691030175177354,0.60354388335303721,330.4552356882184,96702,3.0474687681386738,161.46510626859114,161.46510626859114,165.35632387703899,166.36797352561106,1.0496479914300745,0.90004872235235933,0.58618449521956562,1.222928105991429,7.0292640408809381,21,21,46.238095238095241,9.8283854968342155,2.1030060809918325,40.952380952380949,17.914835664271969,71.720631449523452
crataegus_monogyna,0.2034960022868613,0.3328372599227477,0.85030819608976216,0.53898338713246796,299.88149166736605,83064,7.6847339831187718,144.90619215607825,144.90619215607825,150.25401515654164,54.088538601905768,1.0635426826265342,0.83020810174815696,0.37326588875958511,1.3385148141124648,6.9396079126101728,19,19,55.315789473684212,10.164404562216108,1.0213313933989809,43.526315789473685,18.599530556738927,107.907837083225
crataegus_monogyna,0.36738477077371057,0.5127034896332877,0.8813250215531534,0.62189586323079804,318.6287833491313,90474,3.4755347188995334,157.01096050024802,157.01096050024802,159.48076881626366,85.456321391631135,0.98215897869206392,0.48949352781048555,0.54426978294611572,1.296894135145287,5.780188028897733,12,13,63.916666666666664,7.7145546741935407,1.5215603717645365,51.846153846153847,19.154393067188387,101.17310488250642
crataegus_monogyna,0.5383830262378029,0.40322419418840655,0.89831537269110806,0.60989171231487116,349.97403401522297,107086,3.2851425140345807,171.46731557267921,171.46731557267921,172.20687928697072,215.31370730799554,0.97884694480094814,0.85825000930226869,0.56305053020118112,1.2872176524141616,6.5876583991545212,21,21,53.952380952380949,9.604645832742623,2.7621655495098878,45.0,15.049206911651151,70.484777166972989
crataegus_monogyna,0.19304591759227543,0.4046943436281541,0.879707927807863,0.54953829918212993,345.46098044079633,106549,3.4592967090342968,171.01053366108962,171.01053366108962,170.87035345232147,184.92890447182438,1.0303392416412318,0.0,0.54306552846842748,1.2685566244566724,6.5226446648852159,19,20,46.684210526315788,8.7552727080893593,0.84893899671158124,39.450000000000003,14.957736027850796,87.008070945195954
crataegus_monogyna,0.5722373373180026,0.3325884478666417,0.86167087051250757,0.59646048712107935,348.36045626304633,110613,2.736826067422955,173.13926022510489,173.13926022510489,172.90211940756939,175.48061971041321,1.0141016955015445,0.0,0.60810657425086789,1.2909902456035487,7.2252687925717671,24,24,50.708333333333336,9.5118999120566698,2.2137266719342961,40.958333333333336,16.991539389199058,72.327172577465916
crataegus_monogyna,0.6325131254593653,0.38109314714119935,0.88320666691749128,0.62530549728631835,345.7685931531189,106316,2.4876678753396759,170.60833171254365,170.60833171254365,171.98615986093574,109.61231454155438,0.96684097251639511,0.0,0.64247925902141245,1.276146883670024,6.8114606259095201,20,20,51.149999999999999,11.924580085145383,0.80071490425112302,44.75,18.80347139127473,66.035663207645925
crataegus_monogyna,0.5942228457666872,0.28009990377168614,0.84285426122037321,0.56051591959381053,326.19527205950243,99150,9.1767647358014788,157.53336897336277,157.53336897336277,163.22817781969636,194.43729273903489,1.1092144033890103,0.81411392797690363,0.34176714191728946,1.3724036791321872,7.4375793120207776,21,21,61.19047619047619,12.610642346575306,1.7598822924944386,48.952380952380949,23.428686905160351,110.6715780920629
crataegus_monogyna,0.3604065372517548,0.47466188941992027,0.89096682133035976,0.57767198490307081,346.47488220109886,105821,3.3996285523414937,173.43578773533361,173.43578773533361,177.51643322856091,93.956325995325102,0.9764539650248375,0.93512748175552507,0.54173551619406424,1.2555428976751464,5.9975365602480135,17,17,56.117647058823529,11.680215394716837,1.6323152440878914,42.294117647058826,18.681871458528683,104.85479623084663
crataegus_monogyna,0.4901141401867083,0.31936613006484676,0.85729837059228231,0.5833471603299516,354.0324476983348,114827,4.0459179779235832,173.44108284578681,173.44108284578681,175.76002633906577,88.004430118026249,0.98671788202180777,0.8684744157860167,0.50740244856678163,1.3017863475601754,7.3078942690343283,20,20,64.799999999999997,11.615338785013483,2.5422684210126931,50.850000000000001,21.104735745883339,79.396741210517305
crataegus_monogyna,0.4944204171444413,0.30448227746523515,0.83867543537599565,0.56008549377451822,365.7776436584331,125294,4.3349734926610068,179.04086674634004,179.04086674634004,183.85975744936707,124.36948047854621,1.0351880421709274,0.83476891058658675,0.49061606791227252,1.3090229189175271,7.4242027937799762,23,23,54.695652173913047,16.749628573814348,0.804112590842891,46.173913043478258,21.624170193702106,117.52658375531517
