Type,Eccentricity,Circularity,Solidity,Extent,Equivalent_diameter,Convex_hull,CircleRatio,Mean,Variance,Median,Mode,Vertical_symmetry,Horizontal_symmetry,Minimal_distance,Maximal_distance,Length_ratio,Peaks_number,Valleys_number,Average_peak_width,Average_peak_height,Minimal_peak,Average_valley_width,Average_valley_height,Maximal_valley
populus_nigra,0.15245180729388458,0.6228243462217794,0.94798855853255304,0.61129348856098553,303.3010997459711,76214,1.4419768014606624,152.51289341923689,152.51289341923689,150.93302378980624,127.5194246513597,1.0179992906838617,0.49386251804488818,0.82805329981395737,1.2464381818501689,5.3288333758525566,21,21,31.666666666666668,6.7398369471833242,1.0892554236483249,33.047619047619051,3.1660920899079392,7.4463764089632605
populus_nigra,0.30659223029484284,0.6330624444418671,0.9562913907284768,0.62235067437379576,306.21308435871305,77010,1.4978067483569093,153.20994689596529,153.20994689596529,150.83670768078056,125.10246205767297,1.0150635312252307,1.0538756698239291,0.81654268924603013,1.223775392182608,5.4188238024739821,25,25,26.640000000000001,6.3428506043493504,0.52907005004735197,25.879999999999999,4.0462588953361784,13.896851079080307
populus_nigra,0.1813524418973556,0.5585345041024359,0.93143502257902655,0.59230720142943749,307.4786645521357,79720,1.4092181877437526,154.70849781019237,154.70849781019237,152.77958340155735,140.94095330849595,1.0152449464537503,1.0528452394270367,0.83710840296785538,1.2443562938192467,5.6308034005859584,22,22,32.909090909090907,8.0193227824882847,1.0890823233480091,33.0,4.6043194050744694,17.874887734615868
populus_nigra,0.6293094093368927,0.6407111546156186,0.94571304178114068,0.5893916428076873,283.2051882319639,66609,1.6063427322521941,143.75370573807041,143.75370573807041,142.56915255804176,114.55922742494158,0.98457862817232267,1.0383338461594496,0.77720046953615674,1.3995604985146435,4.602568506079848,11,11,50.909090909090907,14.669048509131146,0.18957362510364817,50.363636363636367,5.374067612020557,19.487628164110419
populus_nigra,0.5533817160374119,0.6082199528080928,0.95623819490530404,0.64370274914089343,308.8689355833175,78356,1.3772911333138531,155.12415083591372,155.12415083591372,154.12563840943619,136.87617180294305,1.0153402385484833,1.0411479481039292,0.84830483599961981,1.3292295029498815,5.0728532063558074,25,25,24.640000000000001,7.1190290789130302,1.5099282847907887,26.32,3.2420692690497175,5.9893775103825249
populus_nigra,0.3105375935013353,0.6166151988644955,0.96188446969696972,0.64595198683238408,296.55341608958486,71808,1.3454320022337283,148.35923345336178,148.35923345336178,146.49971155588216,134.82273243614708,1.0204609948052206,1.0508544351299776,0.86164322588742104,1.206199835727318,5.6104780432257781,23,23,27.043478260869566,6.0885053280623946,1.4656557366593859,25.652173913043477,4.9053032687500089,21.631642120073451
populus_nigra,0.5075727143740417,0.6164682891257771,0.91706479442759614,0.55349949016264643,290.3773675935186,72213,1.592206764030484,148.588312749983,148.588312749983,146.40976351625582,139.72857688396903,1.0031208095968687,1.0579408867564537,0.77436975950412723,1.3352660824109526,4.8285089460304516,11,11,59.727272727272727,13.941632979102229,1.4570978853200529,63.636363636363633,6.9370378127645713,44.125569087105049
populus_nigra,0.38111761138565386,0.5156550524660517,0.89946181327527253,0.55237288135593221,273.2961364038177,65219,1.5013703682357424,139.36767004953455,139.36767004953455,137.00151097409397,173.71343239809318,0.98940736016330766,0.0,0.80019813858187705,1.3236837363224618,5.4586242237078055,21,21,29.714285714285715,8.7688513068276137,0.87500278171322066,31.571428571428573,3.954211345322848,19.115787321601005
populus_nigra,0.42774603861987814,0.6044344764367808,0.9587058258834823,0.62246786131671217,285.2702324143687,66668,1.5417410275023158,143.06121027392459,143.06121027392459,141.58404228365373,125.08513626692391,0.96965738083813768,0.50469964606614937,0.80296913268594694,1.3012518814768503,5.20523704333241,23,23,27.304347826086957,6.7331032802257385,0.87903084164852885,28.086956521739129,3.7966325966476466,11.148305026676354
populus_nigra,0.6161941169530579,0.6188659076471089,0.91833610948543642,0.56853400222965444,279.1387476133648,66639,1.5148117129358083,143.32812237620467,143.32812237620467,140.30124829801147,113.39941201726418,0.98679553443586576,0.0,0.79118745251972089,1.3717116998087782,4.7150410666423728,13,13,46.46153846153846,12.601574976357142,0.9147697447628218,45.153846153846153,4.3063218302907051,17.201782217150964
