Type,Eccentricity,Circularity,Solidity,Extent,Equivalent_diameter,Convex_hull,CircleRatio,Mean,Variance,Median,Mode,Vertical_symmetry,Horizontal_symmetry,Minimal_distance,Maximal_distance,Length_ratio,Peaks_number,Valleys_number,Average_peak_width,Average_peak_height,Minimal_peak,Average_valley_width,Average_valley_height,Maximal_valley
ilex_aquifolium,0.8332343650928147,0.3808858815130559,0.86895197886343922,0.57984316681022108,405.67388887528705,148747,1.8454995775632077,213.14048163263769,213.14048163263769,198.95705190331631,172.61520124856807,1.0093321287893711,0.54342233679850038,0.70052581132936986,1.6116546759236519,5.1265054168281834,15,15,80.86666666666666,27.552752506814166,0.87546928052992712,88.266666666666666,16.158445739714047,35.053620400530804
ilex_aquifolium,0.7969263586340108,0.3687552348411603,0.87579124088841687,0.60410512135750238,360.80971507290576,116747,1.8216425576307445,185.23860520574365,185.23860520574365,179.74450512439228,162.43377624732025,0.99847320442578857,0.51383853140062741,0.72158108921747033,1.45163326124999,5.9241679594927632,14,14,73.428571428571431,24.391436990458185,3.4712795494586999,83.642857142857139,17.12969173683658,27.27434760824471
ilex_aquifolium,0.7156423162452193,0.30771181796912167,0.83734648335700135,0.59397260273972607,369.64709519053264,128162,1.7466658095742007,186.76379348876367,186.76379348876367,182.83943612820443,160.94222180566337,0.96003385533742713,1.0109499455196591,0.74878943112055296,1.4853620196682393,6.3804052664966964,22,23,49.590909090909093,17.187064794680417,0.43662990781885469,48.956521739130437,15.543665471277089,41.243962562733941
ilex_aquifolium,0.6435881716507934,0.36773355715364814,0.85827888619086956,0.63598758409180844,361.8861697451626,119841,1.6326251622623158,182.61191683515949,182.61191683515949,181.81842747532397,169.85302926035922,0.97103501329770003,0.0,0.7754782690996983,1.4200834651656591,6.1043289517697197,17,18,56.235294117647058,17.293401831510373,0.73817387530692713,54.055555555555557,16.668219666765228,41.333562804929983
ilex_aquifolium,0.8206019056647765,0.3756488684250792,0.86456773439497425,0.59605167073754184,347.2109057240342,109516,1.9460871165382456,180.31558236470613,180.31558236470613,174.08447649670691,162.73641625169464,1.0063824589145163,0.47659202256642091,0.69015869590663881,1.508017806181303,5.5788650011584524,14,14,69.5,22.743590595164044,4.5691315776127226,82.5,15.625155894930867,27.199210637575334
ilex_aquifolium,0.8235810929173327,0.36994035126524616,0.86633504981870257,0.59115315643111466,380.5315495240642,131276,2.0866156174947452,196.06819581743773,196.06819581743773,188.60601308799346,159.94137411218409,0.91114154140543735,1.1074017878499796,0.67178808148083524,1.6400390892577195,5.2369778291098408,16,16,68.125,22.570460041507808,0.57792642885408441,74.125,13.139041196413404,34.893645557355342
ilex_aquifolium,0.7972306248618423,0.3866486804795389,0.85259122635709372,0.56693295882491568,387.4056160352574,138255,1.8032772527308671,199.97027330256688,199.97027330256688,191.8978932712792,171.44938286316753,1.0411001317289306,0.0,0.72133868565394021,1.4989895814743972,5.6012717282233808,17,17,66.764705882352942,20.789641357287572,2.1202716552107859,70.411764705882348,14.973938083766791,32.539088983049425
ilex_aquifolium,0.6925373892809442,0.3907628343347259,0.85992750206750501,0.62863374146123729,376.37830934743596,129383,1.6478988843849296,190.13403548510578,190.13403548510578,184.16177845012248,164.90796631429615,1.028003462833005,1.0401554051822921,0.77102674986055286,1.4327359273541096,5.9028266186388363,17,18,51.352941176470587,18.484429324677784,1.5386993514013341,55.5,15.01029384826915,37.555760342704417
ilex_aquifolium,0.8074996104047752,0.340723916197254,0.83806083559431266,0.57475717559751172,366.2107606924661,125683,1.8721996608004032,187.7744232800307,187.7744232800307,177.6290909921741,167.81841854712073,0.96911230309180574,0.52288255402143913,0.71267018114429193,1.5281986714256901,5.8580282116803559,18,18,60.5,19.794703964727816,0.87201011393963768,71.111111111111114,12.566447607097452,34.970837082336601
ilex_aquifolium,0.8261747041122547,0.41607912453295776,0.83393913043478263,0.55686331436534664,349.4388244868282,115000,1.9509360747416846,182.07071209994191,182.07071209994191,173.25551961479215,158.71894277229342,1.0277682673279445,1.0295997099519596,0.68703608755782486,1.5743489561818971,5.0794920348433585,11,11,88.090909090909093,29.047624019030287,1.928457075045884,99.818181818181813,18.348867812949948,29.096220566292629
ilex_aquifolium,0.8361613916291225,0.3999978839352993,0.86035267600654086,0.56926963926449259,352.03983343698735,113135,2.17754700178584,181.47004034389948,181.47004034389948,171.49555030975796,146.8080493991616,0.99599859671393531,0.0,0.65731433919450544,1.6801304073903167,4.8508768176682935,11,11,82.454545454545453,30.610876856610069,0.37867527092487308,90.63636363636364,18.414592216985831,30.013140800503606
ilex_aquifolium,0.7684620418365163,0.3474277260755822,0.83256131110536336,0.59396108253187208,367.7616040316715,127587,1.7133971671599648,188.66398437248358,188.66398437248358,185.18324020882099,177.31809606084758,0.96931219341328123,0.48502787155586002,0.744591998698094,1.6028863398706408,5.4661446951844956,15,16,64.466666666666669,23.016856548353385,1.1936709034063711,65.6875,17.52088226363604,38.258866048730425
ilex_aquifolium,0.7828643988072779,0.40773873305864083,0.87382360467430553,0.61699415292730053,395.6300758953088,140684,1.7150999452935629,202.19477782715697,202.19477782715697,195.8522753121253,180.94661434919459,0.97989990184447784,1.0770690903589062,0.74704136900453055,1.5913135219887213,5.1716322391001688,13,14,70.461538461538467,25.011486208126591,3.6381169053395297,74.642857142857139,18.358002962262649,30.08501253097316
