Type,Eccentricity,Circularity,Solidity,Extent,Equivalent_diameter,Convex_hull,CircleRatio,Mean,Variance,Median,Mode,Vertical_symmetry,Horizontal_symmetry,Minimal_distance,Maximal_distance,Length_ratio,Peaks_number,Valleys_number,Average_peak_width,Average_peak_height,Minimal_peak,Average_valley_width,Average_valley_height,Maximal_valley
quercus_robur,0.853123915964719,0.3173523207602149,0.83788394587125514,0.60100442411725297,371.7525610734162,129543,4.1847931369002707,187.98833673864428,187.98833673864428,183.01073916088157,307.67075645628267,1.065223160547611,0.0,0.48334370936130233,1.6879738990755275,5.5811273055914556,13,13,89.538461538461533,12.725415754372895,1.5194209717849958,79.230769230769226,25.218514152023399,62.188363478749537
quercus_robur,0.7624527172406396,0.3791066684608554,0.85756276395584519,0.62384275576859816,367.7165935496858,123837,4.4060679316699449,182.81074422386121,182.81074422386121,183.63107935642901,140.93419853405334,1.112254752215708,0.43397634184759881,0.47913282115963735,1.4985611119311251,5.8294655633610812,15,15,75.266666666666666,9.8138064193603771,2.2082241899516362,67.799999999999997,19.841816970522739,85.914681420192551
quercus_robur,0.8048907896948992,0.3591822769578383,0.85103651399010682,0.56490462942075848,239.56741372415863,52966,4.1159100154815933,119.16228706683432,119.16228706683432,118.98388586806128,59.042510169468379,1.0515974596681128,1.0022492415413755,0.49547983361844439,1.5550372690165937,5.5800861849599279,10,10,65.5,18.982431818291005,2.49881930329434,66.599999999999994,24.419565825418207,60.666278974992942
quercus_robur,0.8246855557708705,0.4073534584166154,0.88981636060100167,0.61436987704918034,292.41788821021885,75474,3.6392899087420316,149.22308448979999,149.22308448979999,145.47816480886371,125.8522709760268,0.93728357368222914,1.0653562028828687,0.51360542382763141,1.581127621485005,5.1284063814772605,14,14,57.5,15.219806561914018,0.87668702316764779,62.5,15.67643163811104,56.420906840319304
quercus_robur,0.7983512974417223,0.31700898479396455,0.82514347676602051,0.51697597348798674,281.8667670228781,75622,3.1832934792781713,145.83084923718229,145.83084923718229,141.20767988649771,78.990622927009781,1.1244359800199024,0.8694976027329383,0.54165921230108049,1.67884892381297,5.4487239797584968,14,14,58.428571428571431,13.042844914445906,0.95822177098216343,51.357142857142854,21.052088119561216,58.900145599315465
quercus_robur,0.8098635515116347,0.4725565380211492,0.87247431296396438,0.58741559645174102,260.3623371404643,61023,2.849870700282541,133.69983103809915,133.69983103809915,133.90280016024624,77.114418403664345,1.0464129685066403,0.42452728672213486,0.57677274387646604,1.5038523538471384,5.0182825229442543,10,11,71.599999999999994,11.840421843686768,0.69635456001127238,63.0,21.74591124218156,60.251450565007616
quercus_robur,0.7978273631304464,0.39232548602618955,0.86781601784632045,0.58672757706793133,292.726871606753,77551,2.8246037795669658,149.13733861911339,149.13733861911339,145.65721644812655,102.97366162300924,1.0345621942352126,1.0207538111658816,0.58393894252790601,1.6244327622457089,5.1431585610949293,11,11,76.36363636363636,21.932035231642036,0.84800785612952723,74.909090909090907,23.358638398584628,75.494615057014471
quercus_robur,0.8317206873606684,0.38845887532947704,0.84348721469023513,0.6372978054393984,316.4293883285388,93232,3.0827110383111771,162.24710629406317,162.24710629406317,158.78259848781903,90.111539065073117,1.0986981773339766,0.0,0.55539689504077405,1.5585742918628631,5.3742144025784251,11,11,83.090909090909093,17.262540269376629,2.1099358219525186,70.181818181818187,23.193927967187758,46.995714794297385
quercus_robur,0.829729288684801,0.3005690451175268,0.82378518251426391,0.56113153845598163,314.4879987470714,94294,4.0623239648703997,159.89107289399414,159.89107289399414,152.92114772737156,118.5861550993031,0.92840682617601866,0.60173666605532816,0.48793569155834837,1.7297160566331453,5.4851252279317597,14,14,73.0,20.921808139026957,1.8924176309776897,60.5,21.646174139010864,64.523766432992616
quercus_robur,0.8196595207052622,0.3127470486595169,0.83296169989506819,0.56256090238885004,381.5006410468162,137232,3.3902976640611207,193.1849404009516,193.1849404009516,186.50499400871556,317.17006064645386,0.90643726595642404,1.0289746173982643,0.53625714649466372,1.6702477176580945,5.6219001447803567,15,15,96.266666666666666,15.180042448543279,0.67176484077376131,80.0,26.997894766853076,72.673040516752081
quercus_robur,0.8487289800985712,0.3579734966848325,0.82983245811452866,0.56369967725496861,260.0075515581388,63984,4.969199481256954,132.42469754600651,132.42469754600651,127.01095469044671,115.36295790921834,1.0074150744505186,0.88315458370673638,0.4403964004825609,1.6765720477398245,5.1977405550292266,10,10,77.299999999999997,18.706675505075452,1.6970485808240596,78.200000000000003,19.157162075283445,61.865778253298878
quercus_robur,0.8623305205840295,0.3119244178996327,0.8383355536399969,0.55842845211581293,285.8788203023453,76566,3.9334266421344748,148.66223561044168,148.66223561044168,146.96620380439563,72.071980781026383,0.93158539231982562,0.0,0.48480355811334386,1.7577435869274269,5.1088727325829737,10,11,77.0,29.518592584281567,1.553259375478774,87.818181818181813,39.564255435115527,160.91977676702447
quercus_robur,0.8262294046785955,0.4253680507558837,0.85337880317780868,0.63750480338158066,238.81419331212737,52489,2.6769972616463784,120.36583648059833,120.36583648059833,117.32206872345199,130.65177283218975,1.0465960598207076,0.99822215380138246,0.60632145601418186,1.4689149078021475,5.46357928401771,12,12,50.916666666666664,13.332726283942373,1.5333852712260523,49.916666666666664,12.064299482494468,36.801901436061243
quercus_robur,0.8155002338489935,0.29058570344370444,0.80659621597485487,0.56194188259405653,342.4904955437688,114217,4.6156684416362532,169.33811164003325,169.33811164003325,167.15490536350717,268.35014985273881,0.96370625226035111,1.0710042356948912,0.470702509288358,1.6448527569199067,6.0387110867076812,12,12,109.66666666666667,15.314233713999892,2.0170567641698653,88.666666666666671,35.979646537719681,77.191242333327992
quercus_robur,0.7627594232361091,0.41381352681588485,0.87275325674710058,0.60833695180199743,348.2800381127656,109158,2.5466812400261905,174.13630608653168,174.13630608653168,172.27543754509924,116.72624677680486,0.95914953208514364,0.0,0.62664555793996868,1.5040842248957962,5.5094068815196504,14,14,70.642857142857139,14.020966956745074,2.1152510516823213,71.142857142857139,17.291215760029036,67.693569472120302
quercus_robur,0.805777556020874,0.47231461932660745,0.85999000721700991,0.62320473106167273,344.00948057423426,108078,2.5248131494731898,174.62972632770058,174.62972632770058,168.41919769348743,108.24947384886745,0.97371404231577741,0.99202838355495593,0.61987999480530831,1.4623906336245565,5.2628100881558515,10,11,83.700000000000003,17.680405926923282,4.9688515213520645,80.63636363636364,25.218585002246662,67.610498786549101
quercus_robur,0.84526905848435,0.31689546779777383,0.82286855876477105,0.52931780816216101,359.91050493521476,123637,3.3793591644170737,187.07179867452643,187.07179867452643,185.15914071611445,102.64320365522698,0.88900189186023404,1.0803611847184698,0.52328589583918728,1.7629183709092,5.088050710275005,16,16,78.5625,8.6078504853140405,1.6711978110538439,75.5625,14.527242121100116,62.675715498579521
quercus_robur,0.8491904752570276,0.3458982115238222,0.810506076718572,0.5549054978629353,294.87205447441823,84256,3.5970682405671845,158.65775822719419,158.65775822719419,154.42542500053344,82.034885176590677,1.1694259754899037,0.49041130390019266,0.48996828310214241,1.8258809757763315,4.5600440754564646,11,11,97.090909090909093,10.760276941770975,1.6042822664338701,84.181818181818187,23.098670368582233,82.574948934472189
quercus_robur,0.8211340823958005,0.29147178643846666,0.82519960808021853,0.56215694210709444,317.48988689026515,95938,4.0442033692029407,157.23498412254969,157.23498412254969,157.05472830056993,160.77514794244496,1.0786208331353204,0.44471299500661637,0.50203526633222428,1.6298559521835116,6.0600059660913947,10,10,107.3,30.828799953888517,2.1736773698914078,93.900000000000006,34.219870276740629,64.59738326269833
